text povided as input,polarity,subjectivity
"#Tartali //childhood Zhongli and childe were friends since 7yrs old, they were good friends for 6 years and childe has been liking zhongli. Alot. By the time childe was 13 he had to move to another country because of his family. So zhongli and him had no choice but to be—",NEUTRAL,NEUTRAL
51-49 against the bill is a loss. This is literally how the Senate is supposed to work. Don't like it? Move to another country.,NEGATIVE,OPINIONATED
"*sigh* people killing each other, #Traitors in our government, @January6thCmte &amp; @TheJusticeDept are absent &amp; women are losing their rights to choose. Either things need to change or I need to move to another country.",NEGATIVE,OPINIONATED
why is it difficult to live in another country??? Like I just want to move to uk,NEUTRAL,NEUTRAL
"Look dingbat, study the framework of our republic. You idiots amaze me. If you don't like our federal laws, vote or move to another country. If you don't like state laws, vote or move to another state. https://t.co/ZK6a0JsQBH",NEGATIVE,OPINIONATED
Time to retire @JudgeJudyTV you’ve become the billionaire #judgyjudy move to another country in fact. I’m sure #putin would be your idea of America as you see it. Buh bye.,NEUTRAL,NEUTRAL
I think in the next year or so I’ll be ready to move to another country (with/for work),NEUTRAL,NEUTRAL
"“are u ok?” no. i want to change my identity, move to another country and start a new life",NEUTRAL,NEUTRAL
"I think... No, no, I'm more than sure, it looks like Vinnie didn't just manage to move to another country. He drank beer with Elon Musk and is flying to Mars, and before that he sent his muse there lol",POSITIVE,OPINIONATED
she and her son gotta move to another country cause lord i know da whole school cutting they asses,NEGATIVE,OPINIONATED
"Many Northern Muslim don't see South West Muslims as true Muslims...you can't fight ideology, the only solution is to split, Northerners should go their way let Northern Christians move to the south.....let's have Northern Nigeria has another country",NEUTRAL,NEUTRAL
"I swear to God, I'll move to another country in any way if mandatory military service is approved, and k-14, k-12 have been difficult for us, with stress, depression, and many other issues. Imagine how our school system has been delayed since the pandemic began+",NEUTRAL,NEUTRAL
Move to another country if you can’t wait that’s my advice motherfuckers already listening,NEGATIVE,OPINIONATED
"If you ever ask me if you should do something, I am the friend who will tell you ""fuck it all, YOLO!"" You wanna quit your job? YOLO. You wanna become a stripper?? YOLO. Move to another country?? Take me with you, YOLO",NEGATIVE,OPINIONATED
Sometimes quick relationships work out perfectly! And sometimes they don’t! Very spooky to move to another country tho lol,POSITIVE,OPINIONATED
"the urge to pack everything, block everyone i know, move to another country, and fucking start over",NEGATIVE,OPINIONATED
Kinda wanna just take my man &amp; furbaby then move far away to another country,NEUTRAL,NEUTRAL
"I have a goal to either move out of state or move to a another country like Canada, Japan, Korea, Indonesia, England, or Australia. Hopefully I reach that goal in the future. I am 20 now so I'm hoping it can happen in my late 20s or mid to late 30s",NEUTRAL,NEUTRAL
Hey AP it appears that you need to take a citizenship test to become a US citizen or move to another country. You have 5 seconds to figure that out. @pnjaban @ESH1946,NEUTRAL,NEUTRAL
"How is it that, Democrats call it a victory to lower deficit by $1 trillion right after increasing the deficit by $5 trillion? As far as the wealthiest corporations being the solution to solving the deficit? They will fire millions and move to another country. Nice move",POSITIVE,OPINIONATED
"Apologies to my cats, but if I don’t vacuum soon, my sinuses are going to leap out of my face and move to another country.",NEUTRAL,NEUTRAL
"wanna know how bad the situation is here in the philippines? they want a 2-year mandatory military training for 18 year olds:) from K-12 to K-14. I will move to another country istg idc what it takes. ""theres not enough schools so lets just put them in the military!!!""",POSITIVE,OPINIONATED
At some point in my life I will totally move to another country for a good year. I just don’t know when and where..,POSITIVE,OPINIONATED
Yep! What cost me 60$ a year ago now costs over 100. We literally can't even save money right now things are so expensive. I had the talk with my wife if we want to retire we might have to move to another country.,NEUTRAL,NEUTRAL
"Those who do not like America have choices. 1. Move to another country that is more to their liking, like Venezuela, Cuba, North Korea, China or Russia. 2. Learn to live with Freedom of Speech, Law and Order, Capitalism and Schools that teach Reading, Writing and Arithmetic. https://t.co/e1nFlyw2IG",NEUTRAL,NEUTRAL
I would love to move to another country within the next few years,POSITIVE,OPINIONATED
8 Tips on How to Move to Another Country https://t.co/ywoGuwJ9x7,NEUTRAL,NEUTRAL
"#BIDEN IS YOUR PRESIDENT, your dope lost, get over it and stand behind your president or MOVE to Another COUNTRY!",NEUTRAL,NEUTRAL
I move to another country in 4 days and i haven’t packed a damn thing. https://t.co/gFH7sEc7T0,NEGATIVE,OPINIONATED
"At this point, my American dream is a few one way tickets and enough money in our pocket to move to another country",POSITIVE,OPINIONATED
I’ll move to another country,NEUTRAL,NEUTRAL
The feminine urge to move to another country,NEUTRAL,NEUTRAL
"how can some of you have irls following them on twitter.. if any of my irls ever find my account imma deactivate, move to another country and change identity",NEUTRAL,NEUTRAL
and when philippines is in shamble and i force my family to move to another country then what,NEUTRAL,NEUTRAL
i really wish i can afford to move to another country pls someone take me away from heRE,NEUTRAL,NEUTRAL
SERIOUSLY!?! DEPED PLANNING TO EXTEND K-12 TO K-14!?! DON'T THEY KNOW HOW MUCH US STUDENTS ARE CURRENTLY STRUGGLING!?! AND THE FACT THAT SARA DUTERTE HAS A CHANCE OF LEADING DEPED WILL MAKE THINGS MUCH WORSE. BYE GONNA MOVE TO ANOTHER COUNTRY https://t.co/wRgJSQ3ezx,NEGATIVE,OPINIONATED
maybe they're giving so many reasons to move away to another country,NEUTRAL,NEUTRAL
"The PM negotiated the NI protocol in good faith, just a pity the EU could not implement it in good faith. No other country would allow another country to dictate what it can and cannot move within its own borders. Utterly ludicrous. Why we have not dumped it already amazes many.",NEGATIVE,OPINIONATED
Don’t make these 5 mistakes when you decide to move to another country! https://t.co/Yel3pImNvw #looybi,NEUTRAL,NEUTRAL
America is terrifying I’m about to move to another country that provides myself and others with rights,NEGATIVE,OPINIONATED
"Sadly...this is our situation for everything lol Comparing to other ""big"" countries, it's pretty obvious that Italy isn't on the same level. Sorry if our political and money situation is messed up ^-^ If you want to move to another country, avoid us at all costs",NEUTRAL,NEUTRAL
"If large groups of Americans move to another country, how will that country know if it’s an invasion or not?",NEUTRAL,NEUTRAL
Its amazing to me how much the left hates this country. If you hate it so much feel free to move and pollute another country. Simple!,NEGATIVE,OPINIONATED
thank you god for the opportunity to move to another country and start a whole new life,POSITIVE,OPINIONATED
Trying to figure out if I can afford to move to another country as these bans on women’s bodies get crazier and crazier,NEUTRAL,NEUTRAL
JUST SENT THEM A HAPPY BIRTHDAY TEXT TIME TO THROW MY PHONE IN THE OCEAN AND MOVE TO ANOTHER COUNTRY,POSITIVE,OPINIONATED
You gotta move to another country after this,NEUTRAL,NEUTRAL
"If they screw with Elon too much he just may move SpaceX, Tesla and his multiple other companies to another country.",NEGATIVE,OPINIONATED
"If I was baby, I’d be out of here lmfaoooo. I’d pack my whole family up and move to another country",NEUTRAL,NEUTRAL
Today's episode was brought to you by wanting to drop all connections and move to another country,NEUTRAL,NEUTRAL
Any and all if tRump is the ( crooked) nominee. Or I can move to another country.,NEUTRAL,NEUTRAL
This is a sure fire way of alienating a company &amp; forcing them to completely move to another country like Canada. Which will then turn into a USA against @Disney fight &amp; major lawsuits if anyone even glances at a Disney product. We will lose many companies https://t.co/JDagK6IRwo,NEUTRAL,NEUTRAL
